School_Name,School_Type,Longitude,Latitude,Address_Town,Address_Postcode,Region_Name,LGA_Name,LGA_ID
Warrnambool Primary School,Primary,142.48257,-38.37728,Warrnambool,3280,SOUTH-WESTERN VICTORIA,Warrnambool (C),673
Undera Primary School,Primary,145.21893,-36.27636,Undera,3629,NORTH-EASTERN VICTORIA,Greater Shepparton (C),283
Dederang Primary School,Primary,147.01531,-36.46925,Dederang,3691,NORTH-EASTERN VICTORIA,Alpine (S),11
Eppalock Primary School,Primary,144.38773,-36.84177,Axe Creek,3551,NORTH-WESTERN VICTORIA,Greater Bendigo (C),262
Silvan Primary School,Primary,145.42132,-37.8246,Silvan,3795,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Wendouree Primary School,Primary,143.82816,-37.53928,Wendouree,3355,SOUTH-WESTERN VICTORIA,Ballarat (C),57
Lancaster Primary School,Primary,145.13282,-36.31325,Lancaster,3620,NORTH-WESTERN VICTORIA,Campaspe (S),137
Raywood Primary School,Primary,144.2048,-36.53947,Raywood,3570,NORTH-WESTERN VICTORIA,Greater Bendigo (C),262
Puckapunyal Primary School,Primary,145.03351,-37.00263,Puckapunyal,3662,NORTH-EASTERN VICTORIA,Mitchell (S),485
Landsborough Primary School,Primary,143.13591,-37.00586,Landsborough,3384,SOUTH-WESTERN VICTORIA,Pyrenees (S),599
Lysterfield Primary School,Primary,145.27623,-37.9116,Lysterfield,3156,NORTH-EASTERN VICTORIA,Knox (C),367
Winton Primary School,Primary,146.08134,-36.51633,Winton,3673,NORTH-EASTERN VICTORIA,Benalla (RC),101
Merrigum Primary School,Primary,145.12966,-36.36932,Merrigum,3618,NORTH-EASTERN VICTORIA,Greater Shepparton (C),283
Bethanga Primary School,Primary,147.09576,-36.12064,Bethanga,3691,NORTH-EASTERN VICTORIA,Towong (S),667
Abbotsford Primary School,Primary,144.99881,-37.80898,Abbotsford,3067,NORTH-WESTERN VICTORIA,Yarra (C),735
Newtown Primary School,Primary,144.3372,-38.14577,Newtown,3220,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Windsor Primary School,Primary,144.99569,-37.8573,Windsor,3181,SOUTH-EASTERN VICTORIA,Stonnington (C),635
Narre Warren North Primary School,Primary,145.31692,-37.97859,Narre Warren North,3804,SOUTH-EASTERN VICTORIA,Casey (C),161
Buchan Primary School,Primary,148.18082,-37.49774,Buchan,3885,SOUTH-EASTERN VICTORIA,East Gippsland (S),211
Anakie Primary School,Primary,144.25511,-37.91267,Anakie,3213,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Moolap Primary School,Primary,144.42431,-38.17096,Moolap,3221,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Footscray City Primary School,Primary,144.90025,-37.8064,Footscray,3011,SOUTH-WESTERN VICTORIA,Maribyrnong (C),433
Newham Primary School,Primary,144.59476,-37.31215,Newham,3442,NORTH-WESTERN VICTORIA,Macedon Ranges (S),413
Plenty Parklands Primary School,Primary,145.07694,-37.66973,Mill Park,3082,NORTH-WESTERN VICTORIA,Whittlesea (C),707
White Hills Primary School,Primary,144.30415,-36.72794,White Hills,3550,NORTH-WESTERN VICTORIA,Greater Bendigo (C),262
Mount Egerton Primary School,Primary,144.10217,-37.62852,Mount Egerton,3352,SOUTH-WESTERN VICTORIA,Moorabool (S),515
Drouin Primary School,Primary,145.85384,-38.13286,Drouin,3818,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
Wunghnu Primary School,Primary,145.4306,-36.15066,Wunghnu,3635,NORTH-EASTERN VICTORIA,Moira (S),490
Maroona Primary School,Primary,142.85847,-37.4328,Maroona,3377,SOUTH-WESTERN VICTORIA,Ararat (RC),26
Jindivick Primary School,Primary,145.90113,-38.02762,Jindivick,3818,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
Talgarno Primary School,Primary,147.15915,-36.0658,Talgarno,3691,NORTH-EASTERN VICTORIA,Towong (S),667
Bungaree Primary School,Primary,144.0071,-37.55759,Bungaree,3352,SOUTH-WESTERN VICTORIA,Moorabool (S),515
Little River Primary School,Primary,144.50037,-37.96501,Little River,3211,SOUTH-WESTERN VICTORIA,Wyndham (C),726
Cowwarr Primary School,Primary,146.69896,-38.0137,Cowwarr,3857,SOUTH-EASTERN VICTORIA,Wellington (S),681
Morang South Primary School,Primary,145.09467,-37.65287,South Morang,3752,NORTH-WESTERN VICTORIA,Whittlesea (C),707
Camp Hill Primary School,Primary,144.27804,-36.75571,Bendigo,3550,NORTH-WESTERN VICTORIA,Greater Bendigo (C),262
Pyalong Primary School,Primary,144.85709,-37.11724,Pyalong,3521,NORTH-EASTERN VICTORIA,Mitchell (S),485
Winchelsea Primary School,Primary,143.98428,-38.24449,Winchelsea,3241,SOUTH-WESTERN VICTORIA,Surf Coast (S),649
Buln Buln Primary School,Primary,145.93817,-38.09935,Buln Buln,3821,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
Macarthur Street Primary School,Primary,143.85749,-37.55115,Soldiers Hill,3350,SOUTH-WESTERN VICTORIA,Ballarat (C),57
Elliminyt Primary School,Primary,143.5837,-38.36135,Elliminyt,3249,SOUTH-WESTERN VICTORIA,Colac-Otway (S),175
Mornington Primary School,Primary,145.04309,-38.22181,Mornington,3931,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
Hamilton North Primary School,Primary,141.99515,-37.72646,Hamilton,3300,SOUTH-WESTERN VICTORIA,Southern Grampians (S),626
Mount Blowhard Primary School,Primary,143.78644,-37.42924,Blowhard,3352,SOUTH-WESTERN VICTORIA,Ballarat (C),57
Creswick North Primary School,Primary,143.89082,-37.40884,Creswick,3363,SOUTH-WESTERN VICTORIA,Hepburn (S),291
Black Hill Primary School,Primary,143.86978,-37.54984,Ballarat,3350,SOUTH-WESTERN VICTORIA,Ballarat (C),57
Brighton Beach Primary School,Primary,144.99611,-37.9221,Brighton,3186,SOUTH-EASTERN VICTORIA,Bayside (C),91
Castlemaine North Primary School,Primary,144.21899,-37.05783,Castlemaine,3450,NORTH-WESTERN VICTORIA,Mount Alexander (S),543
Yarrambat Primary School,Primary,145.1331,-37.64124,Yarrambat,3091,NORTH-WESTERN VICTORIA,Nillumbik (S),571
Casterton Primary School,Primary,141.4052,-37.58655,Casterton,3311,SOUTH-WESTERN VICTORIA,Glenelg (S),241
Nathalia Primary School,Primary,145.20589,-36.05752,Nathalia,3638,NORTH-EASTERN VICTORIA,Moira (S),490
Chilwell Primary School,Primary,144.34538,-38.15511,Newtown,3220,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Greensborough Primary School,Primary,145.1005,-37.70357,Greensborough,3088,NORTH-WESTERN VICTORIA,Banyule (C),66
Teesdale Primary School,Primary,144.05459,-38.02923,Teesdale,3328,SOUTH-WESTERN VICTORIA,Golden Plains (S),249
Cranbourne Primary School,Primary,145.28785,-38.11186,Cranbourne,3977,SOUTH-EASTERN VICTORIA,Casey (C),161
Katamatite Primary School,Primary,145.6853,-36.07735,Katamatite,3649,NORTH-EASTERN VICTORIA,Moira (S),490
Buangor Primary School,Primary,143.17502,-37.36404,Buangor,3375,SOUTH-WESTERN VICTORIA,Ararat (RC),26
Leitchville Primary School,Primary,144.30209,-35.90955,Leitchville,3567,NORTH-WESTERN VICTORIA,Gannawarra (S),225
Whittlesea Primary School,Primary,145.11405,-37.51427,Whittlesea,3757,NORTH-WESTERN VICTORIA,Whittlesea (C),707
Little Bendigo Primary School,Primary,143.89506,-37.5429,Nerrina,3350,SOUTH-WESTERN VICTORIA,Ballarat (C),57
Newington Primary School,Primary,143.83122,-37.56602,Ballarat,3350,SOUTH-WESTERN VICTORIA,Ballarat (C),57
Warragul Primary School,Primary,145.92814,-38.15634,Warragul,3820,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
Kangaroo Ground Primary School,Primary,145.21466,-37.69174,Kangaroo Ground,3097,NORTH-WESTERN VICTORIA,Nillumbik (S),571
Traralgon South Primary School,Primary,146.54015,-38.29726,Traralgon South,3844,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Coleraine Primary School,Primary,141.68404,-37.60184,Coleraine,3315,SOUTH-WESTERN VICTORIA,Southern Grampians (S),626
Ripplebrook Primary School,Primary,145.75849,-38.20349,Ripplebrook,3818,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
Numurkah Primary School,Primary,145.445,-36.09024,Numurkah,3636,NORTH-EASTERN VICTORIA,Moira (S),490
Moe (Albert Street) Primary School,Primary,146.26435,-38.17471,Moe,3825,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Geelong South Primary School,Primary,144.35857,-38.15694,South Geelong,3220,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Bayswater Primary School,Primary,145.25936,-37.8433,Bayswater,3153,NORTH-EASTERN VICTORIA,Knox (C),367
Minyip Primary School,Primary,142.5841,-36.46271,Minyip,3392,SOUTH-WESTERN VICTORIA,Yarriambiack (S),763
Mulgrave Primary School,Primary,145.19737,-37.93295,Mulgrave,3170,NORTH-EASTERN VICTORIA,Monash (C),497
Yarragon Primary School,Primary,146.06096,-38.20937,Yarragon,3823,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
Tyers Primary School,Primary,146.47754,-38.14911,Tyers,3844,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Trafalgar Primary School,Primary,146.15987,-38.21476,Trafalgar,3824,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
Kinglake Primary School,Primary,145.35664,-37.52157,Kinglake,3763,NORTH-EASTERN VICTORIA,Murrindindi (S),562
Ellinbank Primary School,Primary,145.93563,-38.24023,Ellinbank,3821,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
Tambo Upper Primary School,Primary,147.8452,-37.7662,Tambo Upper,3885,SOUTH-EASTERN VICTORIA,East Gippsland (S),211
Baranduda Primary School,Primary,146.94812,-36.18053,Baranduda,3691,NORTH-EASTERN VICTORIA,Wodonga (C),717
Tungamah Primary School,Primary,145.87947,-36.16131,Tungamah,3728,NORTH-EASTERN VICTORIA,Moira (S),490
Bunyip Primary School,Primary,145.71251,-38.09884,Bunyip,3815,SOUTH-EASTERN VICTORIA,Cardinia (S),145
Gunbower Primary School,Primary,144.37232,-35.95463,Gunbower,3566,NORTH-WESTERN VICTORIA,Campaspe (S),137
Nar Nar Goon Primary School,Primary,145.57401,-38.08277,Nar Nar Goon,3812,SOUTH-EASTERN VICTORIA,Cardinia (S),145
Toora Primary School,Primary,146.32799,-38.66352,Toora,3962,SOUTH-EASTERN VICTORIA,South Gippsland (S),617
Montrose Primary School,Primary,145.34369,-37.8081,Montrose,3765,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Koondrook Primary School,Primary,144.12987,-35.63487,Koondrook,3580,NORTH-WESTERN VICTORIA,Gannawarra (S),225
Magpie Primary School,Primary,143.84327,-37.61571,Magpie,3352,SOUTH-WESTERN VICTORIA,Ballarat (C),57
Tawonga Primary School,Primary,147.14325,-36.6914,Tawonga,3697,NORTH-EASTERN VICTORIA,Alpine (S),11
Narracan Primary School,Primary,146.23163,-38.26158,Narracan,3824,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
Drouin South Primary School,Primary,145.82682,-38.17057,Drouin South,3818,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
Eskdale Primary School,Primary,147.25125,-36.46527,Eskdale,3701,NORTH-EASTERN VICTORIA,Towong (S),667
Darnum Primary School,Primary,145.9997,-38.18773,Darnum,3822,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
Moorooduc Primary School,Primary,145.10517,-38.24809,Moorooduc,3933,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
The Basin Primary School,Primary,145.30842,-37.84951,The Basin,3154,NORTH-EASTERN VICTORIA,Knox (C),367
Paynesville Primary School,Primary,147.7147,-37.91128,Paynesville,3880,SOUTH-EASTERN VICTORIA,East Gippsland (S),211
Epsom Primary School,Primary,144.31269,-36.70505,Epsom,3551,NORTH-WESTERN VICTORIA,Greater Bendigo (C),262
Kensington Primary School,Primary,144.92762,-37.79267,Kensington,3031,SOUTH-WESTERN VICTORIA,Melbourne (C),460
Hazelwood North Primary School,Primary,146.44768,-38.26819,Hazelwood North,3840,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Mirboo North Primary School,Primary,146.15109,-38.40049,Mirboo North,3871,SOUTH-EASTERN VICTORIA,South Gippsland (S),617
Yinnar Primary School,Primary,146.32891,-38.32109,Yinnar,3869,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Neerim South Primary School,Primary,145.95536,-38.01531,Neerim South,3831,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
Ivanhoe Primary School,Primary,145.04298,-37.76657,Ivanhoe,3079,NORTH-WESTERN VICTORIA,Banyule (C),66
Portarlington Primary School,Primary,144.65498,-38.11552,Portarlington,3223,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Menzies Creek Primary School,Primary,145.39427,-37.91735,Menzies Creek,3159,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
St Kilda Park Primary School,Primary,144.97779,-37.85812,St Kilda,3182,SOUTH-EASTERN VICTORIA,Port Phillip (C),590
Labertouche Primary School,Primary,145.80494,-38.03767,Labertouche,3816,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
Diggers Rest Primary School,Primary,144.70923,-37.62263,Diggers Rest,3427,SOUTH-WESTERN VICTORIA,Melton (C),465
Longwarry Primary School,Primary,145.76914,-38.1141,Longwarry,3816,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
Gembrook Primary School,Primary,145.54532,-37.95164,Gembrook,3783,NORTH-EASTERN VICTORIA,Cardinia (S),145
Wurruk Primary School,Primary,147.03995,-38.1068,Wurruk,3850,SOUTH-EASTERN VICTORIA,Wellington (S),681
Willow Grove Primary School,Primary,146.17734,-38.07139,Willow Grove,3825,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
Hoddles Creek Primary School,Primary,145.59775,-37.83174,Hoddles Creek,3139,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Beaconsfield Upper Primary School,Primary,145.41476,-37.9954,BEACONSFIELD UPPER,3808,SOUTH-EASTERN VICTORIA,Cardinia (S),145
Congupna Primary School,Primary,145.43428,-36.29987,Congupna,3633,NORTH-EASTERN VICTORIA,Greater Shepparton (C),283
Redesdale Mia Mia Primary School,Primary,144.53089,-37.01952,Redesdale,3444,NORTH-WESTERN VICTORIA,Greater Bendigo (C),262
Malvern Primary School,Primary,145.03846,-37.87159,Malvern East,3145,SOUTH-EASTERN VICTORIA,Stonnington (C),635
Launching Place Primary School,Primary,145.57077,-37.7825,Launching Place,3139,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Carlton Gardens Primary School,Primary,144.96951,-37.80205,Carlton,3053,SOUTH-WESTERN VICTORIA,Melbourne (C),460
Ascot Vale Primary School,Primary,144.92612,-37.77432,Ascot Vale,3032,SOUTH-WESTERN VICTORIA,Moonee Valley (C),506
Boolarra Primary School,Primary,146.26887,-38.38287,Boolarra,3870,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Rosebud Primary School,Primary,144.909,-38.35576,Rosebud,3939,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
Koo Wee Rup Primary School,Primary,145.49286,-38.19483,Koo Wee Rup,3981,SOUTH-EASTERN VICTORIA,Cardinia (S),145
Armadale Primary School,Primary,145.01777,-37.85219,Armadale,3143,SOUTH-EASTERN VICTORIA,Stonnington (C),635
Osborne Primary School,Primary,145.04091,-38.25711,Mount Martha,3934,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
Somerville Primary School,Primary,145.17914,-38.22402,Somerville,3912,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
Willaura Primary School,Primary,142.73946,-37.54469,Willaura,3379,SOUTH-WESTERN VICTORIA,Ararat (RC),26
Echuca East Primary School,Primary,144.76111,-36.13405,Echuca,3564,NORTH-WESTERN VICTORIA,Campaspe (S),137
Lakes Entrance Primary School,Primary,147.99424,-37.87598,Lakes Entrance,3909,SOUTH-EASTERN VICTORIA,East Gippsland (S),211
Myrrhee Primary School,Primary,146.31825,-36.73819,Myrrhee,3732,NORTH-EASTERN VICTORIA,Wangaratta (RC),670
Longwood Primary School,Primary,145.42206,-36.80793,Longwood,3665,NORTH-EASTERN VICTORIA,Strathbogie (S),643
Forrest Primary School,Primary,143.71442,-38.51629,Forrest,3236,SOUTH-WESTERN VICTORIA,Colac-Otway (S),175
Fairfield Primary School,Primary,145.0204,-37.77799,Fairfield,3078,NORTH-WESTERN VICTORIA,Darebin (C),189
Nilma Primary School,Primary,145.97429,-38.16574,Nilma,3821,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
Garfield Primary School,Primary,145.67415,-38.09056,Garfield,3814,SOUTH-EASTERN VICTORIA,Cardinia (S),145
Yinnar South Primary School,Primary,146.36481,-38.36891,Yinnar South,3869,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Officer Primary School,Primary,145.41018,-38.05828,Officer,3809,SOUTH-EASTERN VICTORIA,Cardinia (S),145
Brunswick South Primary School,Primary,144.97254,-37.7787,Brunswick East,3057,NORTH-WESTERN VICTORIA,Merri-bek (C),525
Inverloch Primary School,Primary,145.72862,-38.6312,Inverloch,3996,SOUTH-EASTERN VICTORIA,Bass Coast (S),74
Surrey Hills Primary School,Primary,145.1009,-37.82553,Surrey Hills,3127,NORTH-EASTERN VICTORIA,Whitehorse (C),698
Montague Continuing Education Centre,Special,144.94974,-37.8306,South Melbourne,3205,SOUTH-EASTERN VICTORIA,Port Phillip (C),590
Strathmerton Primary School,Primary,145.47884,-35.92402,Strathmerton,3641,NORTH-EASTERN VICTORIA,Moira (S),490
Walwa Primary School,Primary,147.73215,-35.96423,Walwa,3709,NORTH-EASTERN VICTORIA,Towong (S),667
Middle Park Primary School,Primary,144.95751,-37.8478,Middle Park,3206,SOUTH-EASTERN VICTORIA,Port Phillip (C),590
Seville Primary School,Primary,145.46441,-37.77389,Seville,3139,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Yarraville West Primary School,Primary,144.88539,-37.81475,Yarraville,3013,SOUTH-WESTERN VICTORIA,Maribyrnong (C),433
Merri-bek Primary School,Primary,144.96648,-37.75505,Coburg,3058,NORTH-WESTERN VICTORIA,Merri-bek (C),525
Tanjil South Primary School,Primary,146.2524,-38.11887,Tanjil South,3825,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
Pomonal Primary School,Primary,142.60873,-37.19344,Pomonal,3381,SOUTH-WESTERN VICTORIA,Ararat (RC),26
Elsternwick Primary School,Primary,144.99729,-37.89142,Brighton,3186,SOUTH-EASTERN VICTORIA,Bayside (C),91
Glengarry Primary School,Primary,146.57134,-38.12758,Glengarry,3854,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Carnegie Primary School,Primary,145.0545,-37.89074,Carnegie,3163,SOUTH-EASTERN VICTORIA,Glen Eira (C),231
Lang Lang Primary School,Primary,145.5694,-38.26317,Lang Lang,3984,SOUTH-EASTERN VICTORIA,Cardinia (S),145
Croydon Primary School,Primary,145.28132,-37.79317,Croydon,3136,NORTH-EASTERN VICTORIA,Maroondah (C),441
Moonee Ponds West Primary School,Primary,144.90933,-37.76895,Moonee Ponds,3039,SOUTH-WESTERN VICTORIA,Moonee Valley (C),506
Mitcham Primary School,Primary,145.19272,-37.80899,Mitcham,3132,NORTH-EASTERN VICTORIA,Whitehorse (C),698
Loch Primary School,Primary,145.70295,-38.36862,Loch,3945,SOUTH-EASTERN VICTORIA,South Gippsland (S),617
Mildura Primary School,Primary,142.16049,-34.19429,Mildura,3500,NORTH-WESTERN VICTORIA,Mildura (RC),478
Blackburn Primary School,Primary,145.1567,-37.81657,Blackburn,3130,NORTH-EASTERN VICTORIA,Whitehorse (C),698
Newmerella Primary School,Primary,148.434,-37.73547,Newmerella,3886,SOUTH-EASTERN VICTORIA,East Gippsland (S),211
Port Melbourne Primary School,Primary,144.93381,-37.83532,Port Melbourne,3207,SOUTH-EASTERN VICTORIA,Port Phillip (C),590
Auburn Primary School,Primary,145.05048,-37.82028,Hawthorn East,3123,NORTH-EASTERN VICTORIA,Boroondara (C),111
Mentone Primary School,Primary,145.06797,-37.98295,Mentone,3194,SOUTH-EASTERN VICTORIA,Kingston (C),343
Princes Hill Primary School,Primary,144.9681,-37.7804,Carlton North,3054,NORTH-WESTERN VICTORIA,Yarra (C),735
Research Primary School,Primary,145.18357,-37.70292,Research,3095,NORTH-WESTERN VICTORIA,Nillumbik (S),571
Pearcedale Primary School,Primary,145.23198,-38.20301,Pearcedale,3912,SOUTH-EASTERN VICTORIA,Casey (C),161
Lindenow South Primary School,Primary,147.4339,-37.82694,Lindenow South,3875,SOUTH-EASTERN VICTORIA,East Gippsland (S),211
Thorpdale Primary School,Primary,146.17879,-38.28846,Thorpdale,3835,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
St Albans Primary School,Primary,144.79577,-37.73875,St Albans,3021,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Leongatha Primary School,Primary,145.95898,-38.47893,Leongatha,3953,SOUTH-EASTERN VICTORIA,South Gippsland (S),617
Jeparit Primary School,Primary,141.98405,-36.14134,Jeparit,3423,SOUTH-WESTERN VICTORIA,Hindmarsh (S),298
Toorak Primary School,Primary,145.00991,-37.84508,Toorak,3142,SOUTH-EASTERN VICTORIA,Stonnington (C),635
Baxter Primary School,Primary,145.18155,-38.19966,Baxter,3911,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
Fish Creek and District Primary School,Primary,146.08442,-38.69475,Fish Creek,3959,SOUTH-EASTERN VICTORIA,South Gippsland (S),617
Beaconsfield Primary School,Primary,145.37164,-38.04863,Beaconsfield,3807,SOUTH-EASTERN VICTORIA,Cardinia (S),145
Metung Primary School,Primary,147.85246,-37.88296,Metung,3904,SOUTH-EASTERN VICTORIA,East Gippsland (S),211
Newhaven Primary School,Primary,145.35686,-38.51315,Newhaven,3925,SOUTH-EASTERN VICTORIA,Bass Coast (S),74
Halls Gap Primary School,Primary,142.51743,-37.13748,Halls Gap,3381,SOUTH-WESTERN VICTORIA,Northern Grampians (S),581
Tallygaroopna Primary School,Primary,145.43632,-36.23861,Tallygaroopna,3634,NORTH-EASTERN VICTORIA,Greater Shepparton (C),283
Ormond Primary School,Primary,145.03367,-37.907,Ormond,3204,SOUTH-EASTERN VICTORIA,Glen Eira (C),231
Korumburra Primary School,Primary,145.82564,-38.43513,Korumburra,3950,SOUTH-EASTERN VICTORIA,South Gippsland (S),617
Crib Point Primary School,Primary,145.20054,-38.36048,Crib Point,3919,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
Pascoe Vale Primary School,Primary,144.93726,-37.73122,Pascoe Vale,3044,NORTH-WESTERN VICTORIA,Merri-bek (C),525
Flowerdale Primary School,Primary,145.29136,-37.31692,Flowerdale,3717,NORTH-EASTERN VICTORIA,Murrindindi (S),562
Ocean Grove Primary School,Primary,144.52185,-38.26399,Ocean Grove,3226,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Beulah Primary School,Primary,142.41826,-35.94494,Beulah,3395,SOUTH-WESTERN VICTORIA,Yarriambiack (S),763
Merri Creek Primary School,Primary,144.98739,-37.77697,Fitzroy North,3068,NORTH-WESTERN VICTORIA,Yarra (C),735
